language,parameter_id,parameter_name,value_number,value_name
Dani (Lower Grand Valley),85A,Order of Adposition and Noun Phrase,1,Postpositions
Isirawa,81A,"Order of Subject, Object and Verb",1,SOV
Kwerba,85A,Order of Adposition and Noun Phrase,1,Postpositions
Ekari,81A,"Order of Subject, Object and Verb",1,SOV
Moni,81A,"Order of Subject, Object and Verb",1,SOV
Mairasi,81A,"Order of Subject, Object and Verb",1,SOV
Guhu-Samane,81A,"Order of Subject, Object and Verb",1,SOV
Suena,81A,"Order of Subject, Object and Verb",1,SOV
Suena,85A,Order of Adposition and Noun Phrase,1,Postpositions
Orokaiva,81A,"Order of Subject, Object and Verb",1,SOV
Orokaiva,85A,Order of Adposition and Noun Phrase,1,Postpositions
Kunimaipa,81A,"Order of Subject, Object and Verb",1,SOV
Koita,81A,"Order of Subject, Object and Verb",1,SOV
Koiali (Mountain),81A,"Order of Subject, Object and Verb",1,SOV
Koiali (Mountain),85A,Order of Adposition and Noun Phrase,1,Postpositions
Barai,81A,"Order of Subject, Object and Verb",1,SOV
Barai,85A,Order of Adposition and Noun Phrase,1,Postpositions
Ömie,85A,Order of Adposition and Noun Phrase,1,Postpositions
Yareba,81A,"Order of Subject, Object and Verb",1,SOV
Magi,81A,"Order of Subject, Object and Verb",1,SOV
Magi,85A,Order of Adposition and Noun Phrase,1,Postpositions
Daga,81A,"Order of Subject, Object and Verb",1,SOV
Daga,85A,Order of Adposition and Noun Phrase,1,Postpositions
Kalam,85A,Order of Adposition and Noun Phrase,1,Postpositions
Kobon,81A,"Order of Subject, Object and Verb",1,SOV
Kobon,85A,Order of Adposition and Noun Phrase,1,Postpositions
Siroi,81A,"Order of Subject, Object and Verb",1,SOV
Siroi,85A,Order of Adposition and Noun Phrase,1,Postpositions
Bongu,81A,"Order of Subject, Object and Verb",1,SOV
Bongu,85A,Order of Adposition and Noun Phrase,1,Postpositions
Amele,81A,"Order of Subject, Object and Verb",1,SOV
Amele,85A,Order of Adposition and Noun Phrase,1,Postpositions
Usan,81A,"Order of Subject, Object and Verb",1,SOV
Usan,85A,Order of Adposition and Noun Phrase,1,Postpositions
Waskia,81A,"Order of Subject, Object and Verb",1,SOV
Waskia,85A,Order of Adposition and Noun Phrase,1,Postpositions
Nend,81A,"Order of Subject, Object and Verb",1,SOV
Nend,85A,Order of Adposition and Noun Phrase,1,Postpositions
Tauya,81A,"Order of Subject, Object and Verb",1,SOV
Tauya,85A,Order of Adposition and Noun Phrase,1,Postpositions
Pawaian,81A,"Order of Subject, Object and Verb",1,SOV
Pawaian,85A,Order of Adposition and Noun Phrase,1,Postpositions
Rumu,81A,"Order of Subject, Object and Verb",1,SOV
Rumu,85A,Order of Adposition and Noun Phrase,1,Postpositions
Yelmek,81A,"Order of Subject, Object and Verb",1,SOV
Yelmek,85A,Order of Adposition and Noun Phrase,1,Postpositions
Maklew,81A,"Order of Subject, Object and Verb",1,SOV
Maklew,85A,Order of Adposition and Noun Phrase,1,Postpositions
Kiwai (Southern),81A,"Order of Subject, Object and Verb",1,SOV
Kiwai (Southern),85A,Order of Adposition and Noun Phrase,1,Postpositions
Meryam Mir,81A,"Order of Subject, Object and Verb",1,SOV
Yei,81A,"Order of Subject, Object and Verb",1,SOV
Yei,85A,Order of Adposition and Noun Phrase,1,Postpositions
Moraori,81A,"Order of Subject, Object and Verb",1,SOV
Moraori,85A,Order of Adposition and Noun Phrase,1,Postpositions
Kanum (Bädi),81A,"Order of Subject, Object and Verb",1,SOV
Kanum (Bädi),85A,Order of Adposition and Noun Phrase,1,Postpositions
Yale (Kosarek),81A,"Order of Subject, Object and Verb",1,SOV
Yale (Kosarek),85A,Order of Adposition and Noun Phrase,1,Postpositions
Una,81A,"Order of Subject, Object and Verb",1,SOV
Una,85A,Order of Adposition and Noun Phrase,1,Postpositions
Anggor,81A,"Order of Subject, Object and Verb",1,SOV
Anggor,85A,Order of Adposition and Noun Phrase,1,Postpositions
Dla (Proper),81A,"Order of Subject, Object and Verb",1,SOV
Dla (Proper),85A,Order of Adposition and Noun Phrase,1,Postpositions
Amanab,81A,"Order of Subject, Object and Verb",1,SOV
Imonda,85A,Order of Adposition and Noun Phrase,1,Postpositions
Awyi,81A,"Order of Subject, Object and Verb",1,SOV
Orya,81A,"Order of Subject, Object and Verb",1,SOV
Orya,85A,Order of Adposition and Noun Phrase,1,Postpositions
Kimaghama,81A,"Order of Subject, Object and Verb",1,SOV
Kimaghama,85A,Order of Adposition and Noun Phrase,1,Postpositions
Woisika,85A,Order of Adposition and Noun Phrase,4,No dominant order
Abun,81A,"Order of Subject, Object and Verb",2,SVO
Abun,85A,Order of Adposition and Noun Phrase,2,Prepositions
Maybrat,81A,"Order of Subject, Object and Verb",2,SVO
Maybrat,85A,Order of Adposition and Noun Phrase,2,Prepositions
Hatam,81A,"Order of Subject, Object and Verb",2,SVO
Hatam,85A,Order of Adposition and Noun Phrase,2,Prepositions
Mpur,81A,"Order of Subject, Object and Verb",2,SVO
Mpur,85A,Order of Adposition and Noun Phrase,2,Prepositions
Ternate,85A,Order of Adposition and Noun Phrase,2,Prepositions
Tidore,81A,"Order of Subject, Object and Verb",2,SVO
Tidore,85A,Order of Adposition and Noun Phrase,2,Prepositions
Sahu,81A,"Order of Subject, Object and Verb",2,SVO
Sahu,85A,Order of Adposition and Noun Phrase,2,Prepositions
West Makian,81A,"Order of Subject, Object and Verb",2,SVO
West Makian,85A,Order of Adposition and Noun Phrase,2,Prepositions
Skou,81A,"Order of Subject, Object and Verb",1,SOV
Dumo,81A,"Order of Subject, Object and Verb",1,SOV
I'saka,81A,"Order of Subject, Object and Verb",1,SOV
I'saka,85A,Order of Adposition and Noun Phrase,4,No dominant order
Poko-Rawo,81A,"Order of Subject, Object and Verb",7,No dominant order
Poko-Rawo,85A,Order of Adposition and Noun Phrase,4,No dominant order
Womo,81A,"Order of Subject, Object and Verb",1,SOV
Sougb,81A,"Order of Subject, Object and Verb",2,SVO
Sougb,85A,Order of Adposition and Noun Phrase,2,Prepositions
Meyah,81A,"Order of Subject, Object and Verb",2,SVO
Meyah,85A,Order of Adposition and Noun Phrase,2,Prepositions
Iau,85A,Order of Adposition and Noun Phrase,1,Postpositions
Warembori,81A,"Order of Subject, Object and Verb",2,SVO
Warembori,85A,Order of Adposition and Noun Phrase,2,Prepositions
One,81A,"Order of Subject, Object and Verb",2,SVO
Olo,81A,"Order of Subject, Object and Verb",2,SVO
Olo,85A,Order of Adposition and Noun Phrase,2,Prepositions
Au,81A,"Order of Subject, Object and Verb",2,SVO
Au,85A,Order of Adposition and Noun Phrase,2,Prepositions
Walman,81A,"Order of Subject, Object and Verb",2,SVO
Arapesh (Mountain),81A,"Order of Subject, Object and Verb",2,SVO
Arapesh (Mountain),85A,Order of Adposition and Noun Phrase,2,Prepositions
Arapesh (Abu),81A,"Order of Subject, Object and Verb",2,SVO
Abau,81A,"Order of Subject, Object and Verb",1,SOV
Abau,85A,Order of Adposition and Noun Phrase,1,Postpositions
Awtuw,81A,"Order of Subject, Object and Verb",1,SOV
Awtuw,85A,Order of Adposition and Noun Phrase,1,Postpositions
Namia,81A,"Order of Subject, Object and Verb",1,SOV
Namia,85A,Order of Adposition and Noun Phrase,1,Postpositions
Kwoma,81A,"Order of Subject, Object and Verb",1,SOV
Kwoma,85A,Order of Adposition and Noun Phrase,1,Postpositions
Hanga Hundi,81A,"Order of Subject, Object and Verb",1,SOV
Hanga Hundi,85A,Order of Adposition and Noun Phrase,1,Postpositions
Ambulas,81A,"Order of Subject, Object and Verb",1,SOV
Ambulas,85A,Order of Adposition and Noun Phrase,1,Postpositions
Iatmul,81A,"Order of Subject, Object and Verb",1,SOV
Sare,81A,"Order of Subject, Object and Verb",1,SOV
Sare,85A,Order of Adposition and Noun Phrase,1,Postpositions
Alamblak,81A,"Order of Subject, Object and Verb",1,SOV
Alamblak,85A,Order of Adposition and Noun Phrase,1,Postpositions
Yimas,85A,Order of Adposition and Noun Phrase,1,Postpositions
Rao,81A,"Order of Subject, Object and Verb",1,SOV
Watam,85A,Order of Adposition and Noun Phrase,1,Postpositions
Kire,81A,"Order of Subject, Object and Verb",1,SOV
Kire,85A,Order of Adposition and Noun Phrase,1,Postpositions
Yelî Dnye,81A,"Order of Subject, Object and Verb",1,SOV
Yelî Dnye,85A,Order of Adposition and Noun Phrase,1,Postpositions
Lavukaleve,81A,"Order of Subject, Object and Verb",1,SOV
Lavukaleve,85A,Order of Adposition and Noun Phrase,1,Postpositions
Bilua,81A,"Order of Subject, Object and Verb",7,No dominant order
Bilua,85A,Order of Adposition and Noun Phrase,1,Postpositions
Sulka,81A,"Order of Subject, Object and Verb",2,SVO
Sulka,85A,Order of Adposition and Noun Phrase,2,Prepositions
Anêm,81A,"Order of Subject, Object and Verb",2,SVO
Anêm,85A,Order of Adposition and Noun Phrase,2,Prepositions
Kuot,81A,"Order of Subject, Object and Verb",3,VSO
Kuot,85A,Order of Adposition and Noun Phrase,2,Prepositions
Nasioi,81A,"Order of Subject, Object and Verb",1,SOV
Nasioi,85A,Order of Adposition and Noun Phrase,1,Postpositions
Ayiwo,81A,"Order of Subject, Object and Verb",2,SVO
Ayiwo,85A,Order of Adposition and Noun Phrase,2,Prepositions
Karkar-Yuri,81A,"Order of Subject, Object and Verb",1,SOV
Karkar-Yuri,85A,Order of Adposition and Noun Phrase,1,Postpositions
Nagatman,81A,"Order of Subject, Object and Verb",1,SOV
Nagatman,85A,Order of Adposition and Noun Phrase,1,Postpositions
Anindilyakwa,81A,"Order of Subject, Object and Verb",7,No dominant order
Anindilyakwa,85A,Order of Adposition and Noun Phrase,3,Inpositions
Tiwi,81A,"Order of Subject, Object and Verb",2,SVO
Tiwi,85A,Order of Adposition and Noun Phrase,2,Prepositions
Limilngan,81A,"Order of Subject, Object and Verb",7,No dominant order
Murrinh-Patha,81A,"Order of Subject, Object and Verb",1,SOV
Murrinh-Patha,85A,Order of Adposition and Noun Phrase,4,No dominant order
Iwaidja,81A,"Order of Subject, Object and Verb",2,SVO
Iwaidja,85A,Order of Adposition and Noun Phrase,4,No dominant order
Maung,81A,"Order of Subject, Object and Verb",2,SVO
Maung,85A,Order of Adposition and Noun Phrase,2,Prepositions
Mangarrayi,81A,"Order of Subject, Object and Verb",5,OVS
Mangarrayi,85A,Order of Adposition and Noun Phrase,2,Prepositions
Nunggubuyu,81A,"Order of Subject, Object and Verb",7,No dominant order
Nunggubuyu,85A,Order of Adposition and Noun Phrase,5,No adpositions
Rembarnga,81A,"Order of Subject, Object and Verb",1,SOV
Ngalakan,81A,"Order of Subject, Object and Verb",7,No dominant order
Ngalakan,85A,Order of Adposition and Noun Phrase,5,No adpositions
Bininj Gun-Wok,81A,"Order of Subject, Object and Verb",7,No dominant order
Bininj Gun-Wok,85A,Order of Adposition and Noun Phrase,4,No dominant order
Ngalkbun,81A,"Order of Subject, Object and Verb",1,SOV
Gunbalang,81A,"Order of Subject, Object and Verb",2,SVO
Gunbalang,85A,Order of Adposition and Noun Phrase,2,Prepositions
Wagiman,81A,"Order of Subject, Object and Verb",1,SOV
Wardaman,81A,"Order of Subject, Object and Verb",7,No dominant order
Wardaman,85A,Order of Adposition and Noun Phrase,1,Postpositions
Gurr-goni,81A,"Order of Subject, Object and Verb",7,No dominant order
Burarra,81A,"Order of Subject, Object and Verb",1,SOV
Burarra,85A,Order of Adposition and Noun Phrase,1,Postpositions
Ndjébbana,81A,"Order of Subject, Object and Verb",7,No dominant order
Ndjébbana,85A,Order of Adposition and Noun Phrase,1,Postpositions
Alawa,81A,"Order of Subject, Object and Verb",7,No dominant order
Alawa,85A,Order of Adposition and Noun Phrase,2,Prepositions
Mara,81A,"Order of Subject, Object and Verb",7,No dominant order
Mara,85A,Order of Adposition and Noun Phrase,2,Prepositions
Djingili,81A,"Order of Subject, Object and Verb",1,SOV
Djingili,85A,Order of Adposition and Noun Phrase,1,Postpositions
Wambaya,81A,"Order of Subject, Object and Verb",7,No dominant order
Garrwa,85A,Order of Adposition and Noun Phrase,2,Prepositions
Laragia,85A,Order of Adposition and Noun Phrase,1,Postpositions
Ngankikurungkurr,81A,"Order of Subject, Object and Verb",7,No dominant order
Ngankikurungkurr,85A,Order of Adposition and Noun Phrase,1,Postpositions
Ngan'gityemerri,81A,"Order of Subject, Object and Verb",7,No dominant order
Ngan'gityemerri,85A,Order of Adposition and Noun Phrase,1,Postpositions
Marrithiyel,81A,"Order of Subject, Object and Verb",1,SOV
Marrithiyel,85A,Order of Adposition and Noun Phrase,1,Postpositions
Maringarr,81A,"Order of Subject, Object and Verb",1,SOV
Bachamal,81A,"Order of Subject, Object and Verb",7,No dominant order
Bachamal,85A,Order of Adposition and Noun Phrase,1,Postpositions
Pungupungu,81A,"Order of Subject, Object and Verb",1,SOV
Pungupungu,85A,Order of Adposition and Noun Phrase,1,Postpositions
Emmi,81A,"Order of Subject, Object and Verb",7,No dominant order
Emmi,85A,Order of Adposition and Noun Phrase,1,Postpositions
Maranungku,81A,"Order of Subject, Object and Verb",1,SOV
Maranungku,85A,Order of Adposition and Noun Phrase,1,Postpositions
Matngele,81A,"Order of Subject, Object and Verb",1,SOV
Matngele,85A,Order of Adposition and Noun Phrase,1,Postpositions
Kamu,81A,"Order of Subject, Object and Verb",7,No dominant order
Kamu,85A,Order of Adposition and Noun Phrase,1,Postpositions
Tyeraity,81A,"Order of Subject, Object and Verb",1,SOV
Jaminjung,81A,"Order of Subject, Object and Verb",7,No dominant order
Bunuba,81A,"Order of Subject, Object and Verb",7,No dominant order
Bunuba,85A,Order of Adposition and Noun Phrase,3,Inpositions
Gooniyandi,81A,"Order of Subject, Object and Verb",7,No dominant order
Gooniyandi,85A,Order of Adposition and Noun Phrase,3,Inpositions
Nyigina,81A,"Order of Subject, Object and Verb",7,No dominant order
Yawuru,81A,"Order of Subject, Object and Verb",7,No dominant order
Yawuru,85A,Order of Adposition and Noun Phrase,3,Inpositions
Gunin,81A,"Order of Subject, Object and Verb",7,No dominant order
Ungarinjin,81A,"Order of Subject, Object and Verb",5,OVS
Ungarinjin,85A,Order of Adposition and Noun Phrase,1,Postpositions
Kayardild,81A,"Order of Subject, Object and Verb",7,No dominant order
Kayardild,85A,Order of Adposition and Noun Phrase,5,No adpositions
Yukulta,81A,"Order of Subject, Object and Verb",2,SVO
Muruwari,81A,"Order of Subject, Object and Verb",7,No dominant order
Gidabal,81A,"Order of Subject, Object and Verb",7,No dominant order
Djinang,81A,"Order of Subject, Object and Verb",7,No dominant order
Ritharngu,81A,"Order of Subject, Object and Verb",7,No dominant order
Djapu,81A,"Order of Subject, Object and Verb",1,SOV
Djambarrpuyngu,81A,"Order of Subject, Object and Verb",7,No dominant order
Uradhi,81A,"Order of Subject, Object and Verb",1,SOV
Anguthimri,81A,"Order of Subject, Object and Verb",1,SOV
Wik Ngathana,81A,"Order of Subject, Object and Verb",6,OSV
Wik Munkan,81A,"Order of Subject, Object and Verb",1,SOV
Kugu Nganhcara,85A,Order of Adposition and Noun Phrase,1,Postpositions
Kuuk Thaayorre,81A,"Order of Subject, Object and Verb",1,SOV
Ngawun,81A,"Order of Subject, Object and Verb",2,SVO
Guugu Yimidhirr,81A,"Order of Subject, Object and Verb",1,SOV
Djabugay,81A,"Order of Subject, Object and Verb",1,SOV
Yidiny,81A,"Order of Subject, Object and Verb",1,SOV
Yidiny,85A,Order of Adposition and Noun Phrase,5,No adpositions
Dyirbal,81A,"Order of Subject, Object and Verb",7,No dominant order
Dyirbal,85A,Order of Adposition and Noun Phrase,5,No adpositions
Warrgamay,81A,"Order of Subject, Object and Verb",7,No dominant order
Margany,81A,"Order of Subject, Object and Verb",1,SOV
Dharumbal,81A,"Order of Subject, Object and Verb",1,SOV
Gureng Gureng,81A,"Order of Subject, Object and Verb",7,No dominant order
Gumbaynggir,81A,"Order of Subject, Object and Verb",7,No dominant order
Ngiyambaa,85A,Order of Adposition and Noun Phrase,5,No adpositions
Yuwaalaraay,81A,"Order of Subject, Object and Verb",1,SOV
Yuwaalaraay,85A,Order of Adposition and Noun Phrase,5,No adpositions
Paakantyi,81A,"Order of Subject, Object and Verb",2,SVO
Madimadi,81A,"Order of Subject, Object and Verb",7,No dominant order
Madimadi,85A,Order of Adposition and Noun Phrase,2,Prepositions
Wembawemba,81A,"Order of Subject, Object and Verb",4,VOS
Wembawemba,85A,Order of Adposition and Noun Phrase,4,No dominant order
Wathawurrung,81A,"Order of Subject, Object and Verb",4,VOS
Pitta Pitta,81A,"Order of Subject, Object and Verb",7,No dominant order
Arabana,81A,"Order of Subject, Object and Verb",1,SOV
Diyari,81A,"Order of Subject, Object and Verb",1,SOV
Wangkumara,81A,"Order of Subject, Object and Verb",7,No dominant order
Warluwara,81A,"Order of Subject, Object and Verb",1,SOV
Kalkatungu,81A,"Order of Subject, Object and Verb",1,SOV
Alyawarra,81A,"Order of Subject, Object and Verb",1,SOV
Alyawarra,85A,Order of Adposition and Noun Phrase,1,Postpositions
Arrernte (Western),85A,Order of Adposition and Noun Phrase,1,Postpositions
Arrernte (Mparntwe),81A,"Order of Subject, Object and Verb",1,SOV
Arrernte (Mparntwe),85A,Order of Adposition and Noun Phrase,1,Postpositions
Djaru,81A,"Order of Subject, Object and Verb",7,No dominant order
Karadjeri,85A,Order of Adposition and Noun Phrase,1,Postpositions
Nyangumarda,85A,Order of Adposition and Noun Phrase,4,No dominant order
Martuthunira,81A,"Order of Subject, Object and Verb",2,SVO
Martuthunira,85A,Order of Adposition and Noun Phrase,5,No adpositions
Yindjibarndi,81A,"Order of Subject, Object and Verb",2,SVO
Yindjibarndi,85A,Order of Adposition and Noun Phrase,4,No dominant order
Panyjima,81A,"Order of Subject, Object and Verb",7,No dominant order
Dhargari,81A,"Order of Subject, Object and Verb",7,No dominant order
Dhargari,85A,Order of Adposition and Noun Phrase,5,No adpositions
Badimaya,81A,"Order of Subject, Object and Verb",1,SOV
Watjarri,85A,Order of Adposition and Noun Phrase,1,Postpositions
Gugada,81A,"Order of Subject, Object and Verb",1,SOV
Pitjantjatjara,85A,Order of Adposition and Noun Phrase,1,Postpositions
Ngaanyatjarra,81A,"Order of Subject, Object and Verb",1,SOV
Ngaanyatjarra,85A,Order of Adposition and Noun Phrase,1,Postpositions
Warlpiri,81A,"Order of Subject, Object and Verb",7,No dominant order
Adynyamathanha,81A,"Order of Subject, Object and Verb",7,No dominant order
Adynyamathanha,85A,Order of Adposition and Noun Phrase,1,Postpositions
Tasmanian,85A,Order of Adposition and Noun Phrase,1,Postpositions
Aleut,81A,"Order of Subject, Object and Verb",1,SOV
Greenlandic (West),81A,"Order of Subject, Object and Verb",1,SOV
Greenlandic (West),85A,Order of Adposition and Noun Phrase,1,Postpositions
Yup'ik (Central),81A,"Order of Subject, Object and Verb",7,No dominant order
Yupik (Siberian),81A,"Order of Subject, Object and Verb",7,No dominant order
Haida,81A,"Order of Subject, Object and Verb",1,SOV
Haida,85A,Order of Adposition and Noun Phrase,1,Postpositions
Tlingit,81A,"Order of Subject, Object and Verb",1,SOV
Tlingit,85A,Order of Adposition and Noun Phrase,1,Postpositions
Koyukon,85A,Order of Adposition and Noun Phrase,1,Postpositions
Tanacross,85A,Order of Adposition and Noun Phrase,1,Postpositions
Hupa,81A,"Order of Subject, Object and Verb",7,No dominant order
Hupa,85A,Order of Adposition and Noun Phrase,1,Postpositions
Slave,81A,"Order of Subject, Object and Verb",1,SOV
Slave,85A,Order of Adposition and Noun Phrase,1,Postpositions
